"3426","嘉諾撒聖心學校","6039","嘉諾撒聖心書院","2016","1"
"3428","聖士提反女子中學附屬小學","6196","聖士提反女子中學","2016","1"
"3422","英皇書院同學會小學第二校","6062","喇沙書院","2016","1"
"3422","英皇書院同學會小學第二校","6196","聖士提反女子中學","2016","1"
"3422","英皇書院同學會小學第二校","6194","聖若瑟書院","2016","1"
"3422","英皇書院同學會小學第二校","6302","英華女學校","2016","1"
"3422","英皇書院同學會小學第二校","6039","嘉諾撒聖心書院","2016","1"
"3422","英皇書院同學會小學第二校","6304","英皇書院","2016","1"
"3422","英皇書院同學會小學第二校","6001","高主教書院","2016","1"
"3422","英皇書院同學會小學第二校","6063","藍田聖保祿中學","2016","1"
"3422","英皇書院同學會小學第二校","6063","藍田聖保祿中學","2016","1"
"3422","英皇書院同學會小學第二校","6183","聖嘉勒女書院","2016","1"
"3422","英皇書院同學會小學第二校","6186","聖類斯中學","2016","1"
"3422","英皇書院同學會小學第二校","6273","香港真光書院","2016","1"
"3422","英皇書院同學會小學第二校","6045","金文泰中學","2016","1"
"3422","英皇書院同學會小學第二校","5932","慈幼英文學校","2016","1"
"3422","英皇書院同學會小學第二校","5994","港大同學會書院","2016","1"
"3422","英皇書院同學會小學第二校","5956","東華三院李潤田紀念中學","2016","1"
"3422","英皇書院同學會小學第二校","6175","聖公會呂明才中學","2016","1"
"3422","英皇書院同學會小學第二校","6035","嘉諾撒培德書院","2016","1"
"3422","英皇書院同學會小學第二校","6168","聖公會鄧肇堅中學","2016","1"
"3422","英皇書院同學會小學第二校","6007","何東中學","2016","1"
"3422","英皇書院同學會小學第二校","6006","漢華中學","2016","1"
"3422","英皇書院同學會小學第二校","6201","聖貞德中學","2016","1"
"3422","英皇書院同學會小學第二校","6251","香港鄧鏡波書院","2016","1"
"3422","英皇書院同學會小學第二校","6198","聖士提反堂中學","2016","1"
"3422","英皇書院同學會小學第二校","5981","佛教黃鳳翎中學","2016","1"
"3422","英皇書院同學會小學第二校","6313","張振興伉儷書院","2016","1"
"3422","英皇書院同學會小學第二校","6280","香港仔浸信會呂明才書院","2016","1"
"3422","英皇書院同學會小學第二校","6067","樂善堂梁銶琚書院","2016","1"
"3422","英皇書院同學會小學第二校","6162","聖伯多祿中學","2016","1"
"3424","中西區聖安多尼學校","5890","拔萃女書院","2016","1"
"3424","中西區聖安多尼學校","6013","皇仁書院","2016","1"
"3424","中西區聖安多尼學校","6196","聖士提反女子中學","2016","1"
"3424","中西區聖安多尼學校","6194","聖若瑟書院","2016","1"
"3424","中西區聖安多尼學校","6302","英華女學校","2016","1"
"3424","中西區聖安多尼學校","6036","嘉諾撒聖方濟各書院","2016","1"
"3424","中西區聖安多尼學校","6304","英皇書院","2016","1"
